RECORD,MARKET_NAME,SUBMARKET_NAME,COUNTY,PROPERTY_NAME,PROPERTY_PRIORNAMES,PROPERTY_ADDRESS,PROPERTY_CITY,PROPERTY_STATE,PROPERTY_ZIPCODE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_PHONE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_ACRES,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,YEAR,MONTH,YEAR_MONTH,RENT_PER_SQFT_ACTUAL
113,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Arezzo,Santa Monica Collection - Arezzo,507 Wilshire Blvd,Santa Monica,CA,90401,34.020394,-118.497316,3103933500,50,36322,0.34,B,B+,98,3302,2017,January,2017 January,4.41
114,Los Angeles - Metro,Hollywood Hills East,Los Angeles,Hawthorne Regency,,7076 Hawthorne Avenue,Los Angeles,CA,90028,34.1000725,-118.3439127,3234654616,50,73810,0.5,B+,C+,98,3773,2017,January,2017 January,1.93
115,Los Angeles - Metro,Silverlake,Los Angeles,HoM @ West Temple,,3221 West Temple Street,Los Angeles,CA,90026,34.075755,-118.281449,2133873777,67,62134,0.88,A-,B-,98.5,3071,2017,January,2017 January,2.62
116,Los Angeles - Metro,Marina Del Rey,Los Angeles,Shores,,4201 Via Marina,Marina Del Rey,CA,90292,33.97895606,-118.4592725,3108227700,544,557774,7.89,A,A+,98.7,3929,2017,January,2017 January,3.36
117,Los Angeles - Metro,Westwood,Los Angeles,Wilshire Victoria,"Ashton Westwood, 10700 Wilshire Blvd Apartments",10700 Wilshire Blvd,Los Angeles,CA,90024,34.06049,-118.43586,3104706868,58,85564,0.65,A,A-,91.4,8046,2017,January,2017 January,4.78
118,Los Angeles - Metro,Park La Brea North,Los Angeles,5600 Wilshire,,5600 Wilshire Blvd,Los Angeles,CA,90036,34.0621572,-118.3512612,3239370306,288,248226,2.64,B+,B+,98.6,3047,2017,January,2017 January,3.22
119,Los Angeles - Metro,Los Feliz - Griffith Park,Los Angeles,La Belle at Hollywood Tower,Broadstone Hollywood Towers Addition,6138 Franklin Avenue,Hollywood,CA,90028,34.104844,-118.3237905,3234664339,146,124378,1.59,A,B,97.3,2879,2017,January,2017 January,3.36
120,Los Angeles - Metro,Hollywood Hills East,Los Angeles,Alaya Hollywood,"Rubix Hollywood, Alta Hollywood, McAden Place",1714 North McCadden Place,Hollywood,CA,90028,34.10185,-118.33717,3238714041,218,200844,2.09,A,B+,98.2,2926,2017,January,2017 January,2.96
121,Los Angeles - Metro,El Segundo - Playa del Rey,Los Angeles,"Ventana, The",,7225 Crescent Park West,Playa Vista,CA,90094,33.9686392,-118.42726,3104963900,405,402994,4.11,A,A,91.6,3875,2017,January,2017 January,3.46
122,Los Angeles - Metro,Marina Del Rey,Los Angeles,Capri,,13953 Panay Way,Marina Del Rey,CA,90292,33.97915587,-118.4522641,3105776123,99,118171,1.22,A+,A+,94.9,3994,2017,January,2017 January,2.77
123,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Artisan on Second,,601 East 2nd Street,Los Angeles,CA,90012,34.0473565,-118.2365444,2136171753,118,142585,1.57,A,B,98.3,3080,2017,January,2017 January,2.39
124,Los Angeles - Metro,Westlake North,Los Angeles,1111 Wilshire,,1111 Wilshire Blvd,Los Angeles,CA,90017,34.0527883,-118.2637493,2132509836,210,164716,1.12,A,B,94.3,2664,2017,January,2017 January,3.17
125,Los Angeles - Metro,East Torrance,Los Angeles,Alta South Bay,,22425 South Vermont Avenue,Torrance,CA,90502,33.8222,-118.2916,4242443025,246,236102,4.48,A,C,90.7,3131,2017,January,2017 January,2.74
126,Los Angeles - Metro,Mar Vista,Los Angeles,"R2 by CLG, The",R2 Living,4133 South Redwood Avenue,Los Angeles,CA,90066,33.9899543,-118.4401411,3108226400,140,149918,0.89,A-,A-,99.3,3784,2017,January,2017 January,3.14
127,Los Angeles - Metro,San Pedro,Los Angeles,"Vue, The","Carmel Vue, Dwell at Vue/Vue",255 West 5th Street,San Pedro,CA,90731,33.739615,-118.2820002,3108441740,302,295280,2.5,A+,B-,95,2690,2017,January,2017 January,2.63
128,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,WaterMarke Tower,"705 West 9th, 717 Ninth",705 West 9th Street,Los Angeles,CA,90015,34.0462264,-118.2617933,2134068000,214,254326,0.66,A+,B+,86,3582,2017,January,2017 January,3.71
129,Los Angeles - Metro,Mid Wilshire East,Los Angeles,3033 Wilshire,,3033 Wilshire Blvd,Los Angeles,CA,90010,34.062222,-118.287344,2132627626,190,196975,0.9,A,B,91.6,3920,2017,January,2017 January,3.93
130,Los Angeles - Metro,El Segundo - Playa del Rey,Los Angeles,Altitude,,5900 Center Drive,Los Angeles,CA,90045,33.975449,-118.388665,4247324143,545,481564,1.65,A,A-,96.9,3324,2017,January,2017 January,3.42
131,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Brockman Lofts, The","Brockman, The",530 West 7th Street,Los Angeles,CA,90014,34.046906,-118.256338,2136225005,81,88076,0.38,A-,B-,95.1,3672,2017,January,2017 January,3.18
132,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Chapman Flats, The",,756 South Broadway,Los Angeles,CA,90014,34.0437912,-118.254458,2138929100,168,128149,0.36,B,B-,89.3,2381,2017,January,2017 January,2.62
133,Los Angeles - Metro,Chinatown,Los Angeles,"Elysian, The",,1115 West Sunset Blvd,Los Angeles,CA,90012,34.06693,-118.24908,2132848816,96,86957,2.56,A,B-,95.8,3711,2017,January,2017 January,3.89
134,Los Angeles - Metro,West Hollywood,Los Angeles,8500 Burton Way,8500,8500 Burton Way,Los Angeles,CA,90048,34.0710883,-118.3770377,3102749898,87,116300,0.77,A+,A,83.9,8372,2017,January,2017 January,6.2
135,Los Angeles - Metro,Hollywood Hills West,Los Angeles,Universal Lofts,,3450 West Cahuenga Blvd,Los Angeles,CA,90068,34.1327878,-118.3540543,3102606363,67,145913,2.57,A,A-,97,5861,2017,January,2017 January,2.29
136,Los Angeles - Metro,East Hollywood,Los Angeles,"LC, The",,710 North El Centro Avenue,Los Angeles,CA,90038,34.083772,-118.324222,3234626400,84,83056,1.07,A,A-,96.2,3609,2017,January,2017 January,3.36
137,Los Angeles - Metro,Central Hollywood,Los Angeles,"Dylan, The",,7111 Santa Monica Blvd,West Hollywood,CA,90046,34.0908674,-118.3446475,3239699346,184,152425,1.38,A,B,97.8,3140,2017,January,2017 January,3.73
138,Los Angeles - Metro,Hollywood Hills West,Los Angeles,Poinsettia Club,,1444 North Poinsettia Place,Los Angeles,CA,90046,34.0972269,-118.3480941,3238744662,66,48750,0.57,C+,B-,97,1808,2017,January,2017 January,2.26
139,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Great Republic Lofts, The",,756 South Spring Street,Los Angeles,CA,90014,34.0430752,-118.2533125,2134893420,72,58391,0.16,A-,B-,84.7,2322,2017,January,2017 January,3.05
140,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,"Adler, The",Eleven 950/Twelve 000,11950 Idaho Avenue,Los Angeles,CA,90025,34.0394199,-118.460022,3108263100,125,128385,1.71,A,B,95.2,4690,2017,January,2017 January,3.69
141,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,South Park by Windsor,Hanover South Park,939 South Hill Street,Los Angeles,CA,90015,34.042161,-118.258297,2136229391,284,238949,1.47,A-,B,95.8,2709,2017,January,2017 January,3.35
142,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,APEX. The One,Concerto,900 South Figueroa Street,Los Angeles,CA,90015,34.0459027,-118.2628559,2132390663,271,290059,0.21,A+,A-,94.1,3621,2017,January,2017 January,3.43
143,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,NMS 1539 Fourth,Luxe@1539,1539 4th Street,Los Angeles,CA,90401,34.0143576,-118.4921872,3103933939,62,43646,0.34,B,B,85.5,3686,2017,January,2017 January,4.95
144,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,8th+Hope,,801 South Hope Street,Los Angeles,CA,90017,34.046544,-118.259756,2133402928,290,298486,0.8,A,B,88.6,3849,2017,January,2017 January,3.42
145,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Venezia/Anacapa,Santa Monica Collection - Venezia/Anacapa,1519 6th Street,Santa Monica,CA,90401,34.016151,-118.490619,3103933500,96,78454,0.51,B,B,92.7,3648,2017,January,2017 January,4.5
146,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Verona/Livorno,,1542 6th Street,Santa Monica,CA,90401,34.015543,-118.490985,3103933500,96,73550,0.68,B,B,90.6,3335,2017,January,2017 January,4.35
147,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - San Remo/Sorrento/Amalfi,,1519 6th Street,Santa Monica,CA,90401,34.016437,-118.490934,3103933500,142,116804,1.03,B,B,93.7,3440,2017,January,2017 January,4.19
148,Los Angeles - Metro,Hollywood Hills West,Los Angeles,Sierra Fountain,,1325 North Sierra Bonita Avenue,West Hollywood,CA,90046,34.095149,-118.354159,3238744537,73,56450,0.67,B,B-,95.9,2285,2017,January,2017 January,2.58
149,Los Angeles - Metro,San Pedro,Los Angeles,Bayridge,,1099 West Capitol Drive,San Pedro,CA,90731,33.757385,-118.300012,3108333983,60,46836,1.61,B-,A-,96.7,2119,2017,January,2017 January,2.58
150,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Rosslyn Lofts, The",,451 South Main Street,Los Angeles,CA,90013,34.0463242,-118.2474866,2135036171,298,106270,0.42,B,B-,NA,1342,2017,January,2017 January,1.81
151,Los Angeles - Metro,Mid Wilshire East,Los Angeles,Westminster Square,,423 South Westmoreland Avenue,Los Angeles,CA,90020,34.065866,-118.288879,2132150380,54,33975,0.496,C,B-,94.4,1953,2017,January,2017 January,2.47
152,Los Angeles - Metro,Mar Vista,Los Angeles,Forty55 Lofts,Redwood Lofts,4055 Redwood Avenue,Marina Del Rey,CA,90066,33.9917364,-118.4413184,3105775090,140,178948,2.68,A,A-,92.9,4524,2017,January,2017 January,3.17
153,Los Angeles - Metro,Mar Vista,Los Angeles,Stella by Common,"Stella, Marina Del Rey",13488 Maxella Avenue,Marina Del Rey,CA,90292,33.986042,-118.4420695,3103053535,244,235940,4,A,A,92.2,3947,2017,January,2017 January,3.74
154,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Grand,Shybary Grand Lofts,312 West 5th Street,Los Angeles,CA,90013,34.0481247,-118.251243,2137612635,89,81870,0.63,B+,B+,98.9,2097,2017,January,2017 January,2.13
155,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Seven and Bridge,2121 Lofts,2121 East 7th Place,Los Angeles,CA,90021,34.0337939,-118.2292732,2132611538,73,80447,1.83,B+,C,100,3718,2017,January,2017 January,2.81
156,Los Angeles - Metro,Mid Wilshire East,Los Angeles,400 South Westmoreland,,400 South Westmoreland Avenue,Los Angeles,CA,90020,34.0665053,-118.288237,2134871711,74,45460,0.544,C+,B-,81.1,1755,2017,January,2017 January,2.53
157,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Lofts,,548 South Spring Street,Los Angeles,CA,90013,34.0458313,-118.2503649,8189749851,184,141380,0.43,B+,B-,81.5,2499,2017,January,2017 January,2.66
158,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Main,,111 West 7th Street,Los Angeles,CA,90014,34.0443278,-118.2516231,8183001558,220,170000,0.99,B+,B-,93.6,2150,2017,January,2017 January,2.97
159,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Manhattan,,215 West 6th Street,Los Angeles,CA,90014,34.0464831,-118.2511268,2133778038,198,162780,0.46,B+,B-,87.4,2050,2017,January,2017 January,2.31
160,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Haas Building, The",Broadway Exchange,219 West 7th Street,Los Angeles,CA,90014,34.045045,-118.2528006,2138911063,68,58190,0.2,A-,B-,98.5,2856,2017,January,2017 January,2.76
161,Los Angeles - Metro,Mid Wilshire East,Los Angeles,500 South Westmoreland,,500 South Westmoreland Avenue,Los Angeles,CA,90020,34.0649756,-118.2880889,4242607560,54,31800,0.332,C,B-,87,1881,2017,January,2017 January,2.43
162,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,"Metro Art Brentwood, The",11771 Montana Avenue,11771 Montana Avenue,Los Angeles,CA,90049,34.05375,-118.46912,3108965554,64,89700,0.92,A-,A,96.9,5379,2017,January,2017 January,3.45
163,Los Angeles - Metro,Silverlake,Los Angeles,Parkview Living,Glendale Senior,1902 Park Avenue,Los Angeles,CA,90026,34.0761574,-118.2617375,2134848322,75,46464,1.24,B,C+,100,1892,2017,January,2017 January,2.26
164,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Milano Lofts,,609 South Grand Avenue,Los Angeles,CA,90017,34.0486087,-118.2557064,2136271900,99,88630,0.24,A-,B-,97,2785,2017,January,2017 January,2.85
165,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,SB Spring,,650 South Spring Street,Los Angeles,CA,90014,34.0447979,-118.2517457,2137619455,178,138380,0.17,B,B-,95.5,2614,2017,January,2017 January,3.33
166,Los Angeles - Metro,Westwood,Los Angeles,Midvale Court,,1400 Midvale Avenue,Los Angeles,CA,90024,34.0548003,-118.4422015,3104736666,84,66008,0.58,B,A-,96.4,3324,2017,January,2017 January,3.64
167,Los Angeles - Metro,Silverlake,Los Angeles,Media Towers I,,1660 North Wilton Place,Los Angeles,CA,90028,34.1008297,-118.3132619,3239570108,62,60600,0.52,B,C+,100,2825,2017,January,2017 January,2.32
168,Los Angeles - Metro,San Pedro,Los Angeles,Seaport Homes,,28000 South Western Avenue,San Pedro,CA,90732,33.765903,-118.3094112,3105142515,136,139620,1.81,A-,A-,100,2895,2017,January,2017 January,2.22
169,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,NMS 1548 Sixth,"Luxe@1548, Santa Monica Collection - San Lorenzo",1548 6th Street,Santa Monica,CA,90401,34.0153814,-118.490664,3106562700,54,44925,0.34,B+,B,87,4267,2017,January,2017 January,4.93
170,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Living at Santa Monica - Capri/Revello,,1445 6th Street,Santa Monica,CA,90401,34.017274,-118.491902,3103933500,96,80487,0.51,B,B,94.8,3461,2017,January,2017 January,4.24
171,Los Angeles - Metro,Bel Air,Los Angeles,Villa Bel Air,"Village Bel Air, Westwood Sepulveda",130 South Sepulveda Blvd,Los Angeles,CA,90049,34.07182,-118.46478,4248327525,59,61295,0.7,A,B+,33.9,3981,2017,January,2017 January,3.58
172,Los Angeles - Metro,Adams-Normandie - Hoover,Los Angeles,Icon Plaza at USC,,3584 South Figueroa Street,Los Angeles,CA,90007,34.018639,-118.281691,2137474266,56,66160,0.53,B+,B-,NA,7430,2017,January,2017 January,5.17
173,Los Angeles - Metro,Venice,Los Angeles,Lincoln Place,,1050 Frederick Street,Venice,CA,90291,33.9995441,-118.4600401,3103963117,795,634682,35,B+,B-,99,3586,2017,January,2017 January,3.81
174,Los Angeles - Metro,Hollywood Hills East,Los Angeles,5800 Harold by Common,5800 Harold,5800 Harold Way,Hollywood,CA,90028,34.09899,-118.31624,3236181244,56,51849,0.81,A+,C,94.6,3453,2017,January,2017 January,3.23
175,Los Angeles - Metro,Marina Del Rey,Los Angeles,Admiralty,,4170 Admiralty Way,Marina Del Rey,CA,90292,33.98314,-118.45846,3103051300,172,225454,5.51,A+,A,91.9,4360,2017,January,2017 January,3.08
176,Los Angeles - Metro,West Hollywood,Los Angeles,Fiona,"La Cienega West Hollywood, NMS@La Cienega",375 North La Cienega Blvd,Los Angeles,CA,90048,34.07813,-118.37691,3103607700,125,91031,1.03,A-,A,91.2,3680,2017,January,2017 January,4.78
177,Los Angeles - Metro,El Segundo - Playa del Rey,Los Angeles,Accent,"Millennium Del Rey, The",5550 Grosvenor Blvd,Los Angeles,CA,90066,33.981125,-118.411574,3105968033,196,191588,4.31,A,B+,96.4,3283,2017,January,2017 January,3.05
178,Los Angeles - Metro,Hollywood Hills East,Los Angeles,St. Moritz,,5849 West Sunset Blvd,Los Angeles,CA,90028,34.09827,-118.31749,2135169634,78,19500,0.19,C-,C+,97.4,1111,2017,January,2017 January,3.99
179,Los Angeles - Metro,San Pedro,Los Angeles,San Pedro Bank Lofts,,407 West 7th Street,San Pedro,CA,90731,33.73766,-118.28622,3105486585,89,128233,1.1,A-,B,96.6,2975,2017,January,2017 January,1.59
180,Los Angeles - Metro,Culver City,Los Angeles,Harlow Culver City,,9901 Washington Blvd,Culver City,CA,90232,34.0217901,-118.3983871,3108459455,131,130396,0.89,A-,B,95.4,4489,2017,January,2017 January,4.36
181,Los Angeles - Metro,East Hollywood,Los Angeles,Las Palmas,,1231 North Las Palmas Avenue,Los Angeles,CA,93301,34.09361,-118.33648,3232434277,61,46650,0.34,B-,C+,100,2117,2017,January,2017 January,1.9
182,Los Angeles - Metro,Venice,Los Angeles,Venice on Rose,"Avalon Venice on Rose, Frank, The,Archstone Venice on Rose",512 Rose Avenue,Venice,CA,90291,33.99799,-118.47334,3103924555,70,82700,1.43,A,B+,94.3,5398,2017,January,2017 January,4.02
183,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Chester Williams Building,,215 West 5th Street,Los Angeles,CA,90013,34.04808,-118.25018,2136231010,88,87120,0.29,B+,B-,98.9,2235,2017,January,2017 January,2.25
184,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Santamonica at Federal,Santa Monica Plaza,1518 Federal Avenue,Los Angeles,CA,90025,34.0451837,-118.454076,3104733000,63,87267,0.78,A,B,96.8,5071,2017,January,2017 January,3.22
185,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Metropolitan, The",,315 West 5th Street,Los Angeles,CA,90013,34.04846,-118.25093,2134059733,88,92481,0.44,B+,B+,98.9,2521,2017,January,2017 January,2.51
186,Los Angeles - Metro,Westwood,Los Angeles,Bellerive,,1929 Beloit Avenue,Los Angeles,CA,90025,34.04251,-118.44384,3104784788,63,79755,0.44,A-,B-,96.8,3766,2017,January,2017 January,2.64
187,Los Angeles - Metro,Park La Brea South,Los Angeles,Wilshire St. Andrews Towers,,450 South St. Andrews Place,Los Angeles,CA,90020,34.06596,-118.31148,2133867446,66,53334,0.62,B+,C+,100,2165,2017,January,2017 January,2.33
188,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,"BW, The",,1168 South Barrington Avenue,Los Angeles,CA,90049,34.049945,-118.460809,3104796200,78,76744,0.45,A,A,97.4,3857,2017,January,2017 January,4.33
189,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,Roosevelt Lofts,"Roosevelt, The",727 West 7th Street,Los Angeles,CA,90017,34.04846,-118.25841,2132261727,221,243360,0.79,A,B,96.8,3368,2017,January,2017 January,2.92
190,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,NMS 1759 Beloit,"NMS 1759, Luxe@1759",1759 Beloit Avenue,Los Angeles,CA,90025,34.04525,-118.44607,3104776655,61,51720,0.4,B+,B-,93.4,3470,2017,January,2017 January,3.68
191,Los Angeles - Metro,Westlake South,Los Angeles,"Sinclair, The",William Penn,2208 West 8th Street,Los Angeles,CA,90057,34.05525,-118.27935,2133893181,189,46481,0.43,C+,C+,92.1,1530,2017,January,2017 January,4.28
192,Los Angeles - Metro,Hollywood Hills West,Los Angeles,"HW, The",,7928 Hollywood Blvd,Los Angeles,CA,90046,34.10119,-118.36273,3236562600,79,68965,1.17,A,A-,97.5,3713,2017,January,2017 January,4.18
193,Los Angeles - Metro,Mid Wilshire West,Los Angeles,Kipling,,4067 West 3rd Street,Los Angeles,CA,90020,34.06924,-118.30251,2132527146,135,49700,0.34,C-,B-,90.4,1501,2017,January,2017 January,2.55
194,Los Angeles - Metro,Westwood,Los Angeles,C on Pico,,12301 West Pico Blvd,Los Angeles,CA,90064,34.028595,-118.4524831,3109798600,94,64748,0.61,B+,B,98.9,3109,2017,January,2017 January,4.39
195,Los Angeles - Metro,Koreatown,Los Angeles,"View, The",Wilshire Tower Redevelopment,3460 West 7th Street,Los Angeles,CA,90005,34.05945,-118.30274,2133519711,168,147072,0.9,A-,B,95.8,3094,2017,January,2017 January,2.84
196,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Chelsea Santa Monica,,1318 2nd Street,Santa Monica,CA,90401,34.0155993,-118.4984004,3107145022,53,33188,0.36,A-,A,98.1,4824,2017,January,2017 January,7.51
197,Los Angeles - Metro,Koreatown,Los Angeles,San Marino,,949 South Kingsley Drive,Los Angeles,CA,90006,34.0543407,-118.3032797,2133868200,59,49250,0.542,C,C+,NA,1893,2017,January,2017 January,1.83
198,Los Angeles - Metro,Santa Monica - Brentwood,Los Angeles,Gibson Santa Monica,,1317 7th Street,Santa Monica,CA,90401,34.01987,-118.49301,3103953636,110,72560,0.17,A-,B,94.5,4007,2017,January,2017 January,6.13
199,Los Angeles - Metro,Westlake North,Los Angeles,Wilshire Valencia,,1515 Wilshire Blvd,Los Angeles,CA,90017,34.055076,-118.268742,2139891515,218,166561,1.48,A-,B-,93.6,2400,2017,January,2017 January,3.07
200,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,"Broadway Lofts, The",,430 South Broadway,Los Angeles,CA,90013,34.04851,-118.24982,8335638748,58,39448,0.22,A-,B-,74.1,2220,2017,January,2017 January,3.12
201,Los Angeles - Metro,Los Feliz - Griffith Park,Los Angeles,"Gershwin, The",,5533 Hollywood Blvd,Los Angeles,CA,90028,34.10207,-118.31039,3234634691,172,61620,1.15,B-,C+,96.5,1693,2017,January,2017 January,4.03
202,Los Angeles - Metro,San Pedro,Los Angeles,Solimar,,1500 West Pacific Coast Hwy,Wilmington,CA,90744,33.790273,-118.285129,3108169336,204,189916,7.6,A-,B-,95.6,2793,2017,January,2017 January,2.67
203,Los Angeles - Metro,Downtown Los Angeles,Los Angeles,1000 Grand by Windsor,Hanover Grand Avenue,1000 South Grand Avenue,Los Angeles,CA,90015,34.04234,-118.26073,2134934588,273,231066,1.34,A,B+,97.1,2959,2017,January,2017 January,3.65
